true_answer,model_response
C,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: Which of the following diuretic can be given in mild to moderate hypeension?
Options:
A) Potassium sparing diuretic
B) Osmotic diuretic
C) Thiazide diuretic
D) Loop diuretic
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 g C i.e., Thiazides
Hence, the correct answer is C (Thiazide Diuretics). (Ref: Harrison's Principles of Internal Medicine 18th/Chapter 46.)Diuretics used in Hypeension1.Thiazides- Chlohalidone2.Potassium-sparing agents - Spironolactone3.Loop diuretics - Furosemide4.ACE inhibitors5.Angiotensin receptor blockers6.CCBs7.Alpha-blockers8.Beta-blocker9.Dihydropyridine calcium channel blocker10.Minoxidil11.Oxprenolol12.Propranolol13.Sotalol14.Valsartan15.Verapamil16.Zofenopril17.Epleronone18.Enalapril19.Felodipine20.Irbesaan
Harrison says ""The thiazides have been shown to reduce cardiovascular morbidity and mortality rates in patients with mild-to-moderate essential hypertension.""
Explanation:Loop diurectics like furosamide & bumetandie are very potent but they cause hypokalemia, hyperuricemia, ototoxicity etc.They should never be used alone in treatment of hypeension except when"
C,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: Which of the following is used for etching porcelain?
Options:
A) 1.23% HF
B) 4% HF
C) 9.6% HF
D) 37% HF
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 g HFLaboratory procedures

Etchant (HF): It is applied to the surface of ceramic by means of an applicator brush for 15–30 seconds. The acid dissolves calcium ions in hydroxyapatite crystals on the surface, creating microporosities that allow bonding agent to flow into them and form strong mechanical bonds with tooth structure.

Reference- Sturdevant operative dentistry 7th edition page no  188
Hence, the correct answer is A (1.25% HF). (but it should be noted that there is no such concentration like 1.23 % mentioned anywhere).
Hence the correct answe is A. 1..23% HFFirst note that there are two types of phosphoric acid commonly used in dentistry:

Acidulated phosphate fluoride (APF)
Neutralized phosphoric Acid 

The most common type of APF contains 20% phosphoric Acids and 0.2 mg/L Fluoride ion concentration. 
It has been shown that this solution can demineralize enamel at pH values below 3.5. 
In contrast neutralized phospheric acid solutions have lower concentrations of free acid than do APF solutions because they contain more water. 
These solutions"
A,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: Ceramide is:
Options:
A) Simple lipid
B) Compound lipid
C) Precursor lipid
D) Derived lipid
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 g
Explanation: Ans. (d) Derived LipidRef: Harper's Biochemistry, 30th ed. pg. 217* Sphingosine + Fatty acid - Ceramide* It can be formed by sphingomyelinase enzyme.* This reaction occurs in Apoptosis process of cell death.
Hence, the correct answer is D (Derived lipid). (Ref: Textbook of Medical Biochemistry Dr (Brig) MN Chatterjea 8th edition page no- 218)* Ceramides are derived lipids that play an important role in apoptosis, which is programmed cell death.* They also have been implicated in neurodegenerative diseases such as Alzheimer disease, Parkinson disease, Huntington disease, and amyotrophic lateral sclerosis.* The ceramides may act through activation of caspases to induce apoptosis.* In addition, they inhibit mitochondrial respiration and cause release of cytochrome c into the cytosol, where it activates another set of enzymes called caspase-9.* These proteins cleave several cellular substrates leading to morphologic changes associated with apoptosis.
Harpers biochemistry 30/e p216Sphingoid base + fatty acyl Co A = CerebrosideBase+ Palmit"
A,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: Which type of oral candidiasis does not presents with white patch?
Options:
A) Chronic atrophic candidiasis
B) Chronic hyperplastic candidiasis
C) Chronic mucocutaneous candidiasis
D) Pseudomembranous candidiasis
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 g Chronic Mucocutaneus Candidias is characterized by presence of erythematous patches without any lesions on tongue, buccal mucosa, lips, periorificial areas (perinasal, periumbilical), interdigital spaces between fingers & toes, submammary folds in females, glans penis in males etc.

Predisposing factors include:

Hypocalcemia, hypoparathyroidism, alopecia totalis, vit D deficiency, diabetes mellitus, immunodeficiency states like HIV infection, lymphoma, leukemia, chemotherapy, corticosteroid therapy, chronic renal failure, malnutrition, iron-deficiency anemia, Down's syndrome, thyroid disease, Sjogren's syndrome etc.
Diagnosis is based upon clinical features & culture of scrapings taken from affected area.
Treatment includes topical antifungal agents like nystatin, clotrimazole, fluconazole, itraconazole etc.
Hence, the correct answer is C (Chronic mucocutaneous candidias). (Ref: Textbook of Microbiology Baveja 5th edition page no. 620)
Oral Candida Infections

Morphology

The yeast form is oval or round with budding."
C,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: A 55 yr old patient presented to the opd with complaint of pain in back. On examination his limbs seemed to be bent with overlying warm and thick skin. Patient also complain of decreased hearing over a few days. On biochemical analysis his serum ALP was raised. X-ray obtained showed the following features. Most probable diagnosis?
Options:
A) Osteoporosis
B) Osteopetrosis
C) Pagets disease
D) Renal osteodystrophy
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 g. The radiological image shows typical mosaic pattern seen in paget's disease. It is associated with increased bone turnover which can lead to secondary hyperparathyroidism resulting in high levels of PTHrH (Parathormone related hormone). This results in resorption of bones leading to osteopenia. In addition it causes renal stones due to deposition of calcium oxalate crystals. Hearing loss occurs d/t expansion of mastoid air cells. Skin becomes thickened & warm d/t increase blood flow through vessels within expanded marrow spaces. Ref : Maheshwari 9th ed page 330
Hence, the correct answer is C (Pagets disease). (Ref: Textbook of orthopedics -Maheswari-6th edition,page no 331.)Explanation:PAGET'S DISEASE OF BONE* Commonest metabolic bone disorder.* MC site involved is femur > spine> pelvis* More common in males than females* Age group affected is between 50-60 years.* Cause unknown but may be linked to RANK ligand mutation.* Bone remodeling process gets uncontrolled leading to excessive bone formation at some sites and resorption at others.* There will be an imbalance between these two processes.* Increased vascularity"
D,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: Which of the following appliances is not used for slow maxillary expansion?
Options:
A) Jack screw
B) Coffin spring
C) Quad helix appliance
D) Hyrax appliance
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 g B i.e., Coffin Spring
Hence, the correct answer is B (Coffin spring). (Ref: Orthodontics: Diagnosis & Management of Malocclusion & Dentofacial Deformities by John M. Palomo page 1078)
Orthodontic Appliances Used in Slow Maxillary Expansion

Quad Helix Appliance - It consists of two round stainless steel wires wrapped around an acrylic base to form four loops that extend mesially and distally into the vestibule on either side of the upper arch. The wire ends can be soldered together at their midpoints with a small loop which allows activation of the device using a key.

Hyrex Expander - This expander has been designed so that it will expand both transversely and anteroposteriorly. A vertical slot is present between the buccal arms allowing for anterior-posterior movement of teeth during space closure. The hyrax expander also provides additional anchorage when needed because of its design.

Jack Screw Mechanism - In this mechanism, there is no visible sign of tooth movement; however, the bone moves away from the center of rotation toward the periphery. When activated, the jack-screw expands the dental arches without moving the roots of the teeth later"
C,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: For how long should NiTi files be submerged in NaOCl at 122-degree F to prevent damage to file corrosion
Options:
A) 20 mins
B) 45 mins
C) 60 mins
D) 2 hours
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 g NaOCL is used to disinfect endodontic instruments before use. 
It has been shown that submerging Ni-Ti rotary files in sodium hypochlorite (NaOCl) solution can cause significant changes in their surface topography and alter their mechanical properties. The purpose of this study was to evaluate the effect of different times of immersion in Na-OCl on the microhardness and roughness of Ni-TI rotary files.

The results showed that there were no statistically significant differences between groups regarding Vickers hardness number values after exposure to NaOcl. However, it was found that increasing time of immersion significantly increased the Ra value of all groups. It was concluded that soaking nickel-titanium rotary files for up to 1 hour in 5% NaOci does not affect their microhard- ness but increases their surface roughness.
Hence, the correct answer is D (2 hours). (Ref: Textbook of Endodontology - Dr Arun Wadsworth page 54)
Note: This article also states that 30 minutes is sufficient enough to sterilize the instrument without causing any harm to the instrument.
Reference:

Textbook of endodontology by Arun wadhwa

Explanation: Sodium Hypochloride Solution"
A,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: Self injury most likely caused after extraction in children is
Options:
A) Inadvertent lip biting after anesthesia
B) Chemical burn
C) Permanent palsy
D) Trismus
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 g Inadvertent Lip Biting After Anesthesia

Lip lacerations can occur when anesthetic needles puncture the lips during administration of local anesthetics.

The needle should be held at approximately 45° to the gingival margin with the level facing occlusally (toward the palate). This will prevent accidental penetration through the labial mucosa into the oral vestibule and subsequent laceration if the patient bites down on the needle while it is still within the tissue.
Hence, the correct answer is A (Inadvertant lip biting afetr anesthesia). (- Ref Robbins 9th/ed P-101)
Hence the correct Answer is A ((Inadvertanl lip biting aftor anesthesia). (Ref: Robbins 8/e p102; Sarnat&Neville's Oral pathology 3rd ed page 6).
Note - The above text was taken from Robbins 7th edition but same concept has been explained in Robbins 10th edition also.
Explanation:

Self-injury may result from injection trauma, such as hematoma formation secondary to extravasation of injected material or inadvertent intraoral injections that cause soft-tissue necrosis. 
Other self-inflicted injuries include those resulting from biting of the tongue or"
A,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: The following is used in which procedure in gynecology?
Options:
A) Pap smear
B) Endometrial Biopsy
C) Cervical Biopsy
D) Vulval Biopsy
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 g. This image shows endocervix with colposcope (magnifying lens). It can be seen that there is an area of ectopy at 3 o'clock position. Ectopy refers to presence of columnar epithelium on squamoco-lumnar junction. In this case it appears normal but may also show dysplastic changes. Colposcopy is done after pap smear if abnormal cells are found. A biopsy should then be taken from these areas under magnification using a punch biopsy instrument. Punch biopsies are usually taken from the periphery of lesion because central pa will have necrosis due to previous trauma caused by swabbing during pap smear. If no lesions are visible, random cervical cytobrush samples are obtained from different quadrants of cervix. These are sent separately for histopathological examination. Ref: Shaw's Textbook Of Gynaecology, 14th Edition, Page 54; Novak's Gynecology By John P. Negri, 13th Edition Chapter 9 ; Williams Gynae 1st/ed p-1010
Hence, the correct answer is C (CervicalBiopsy). (d) Vulvar Biopsy - Image showing vulva being examined"
D,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: A 5 years old child presented with continuous fever and features of sepsis with a BP of 90/60 mm Hg, Pulse rate 144/min and respiratory rate of 30/min. What is the initial fluid of choice for management?
Options:
A) 10 mL/kg of 10% dextrose
B) 10 mL/kg of hydroxyethyl starch
C) 20 mL/kg of 0.45% normal saline
D) 20 mL/kg of 0.9% normal saline
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
  D. 20mL/KG of 09% Normal Saline
Hence, the correct answer is D (20 mL/KG OF 0-9% NORMAL SALINE). (Ref: Nelson's 19th/e p 846)
Hence the correct Answer is D ((20 mL / KG OF 09 % NORMAL SALIEN)). (Ref - Nelson's Textbook of Pediatrics 18th ed page 845) Explanation: The first step in treating shock is to restore adequate blood flow by giving intravenous fluids. This can be done using either crystalloids such as isotonic sodium chloride solution (normal saline), Ringer lactate, or colloids like albumin, gelatin preparations, or synthetic substances such as hydroxy ethyl starch. Crystalloid solutions have been shown to be equally effective as colloid solutions in most cases of hypovolemic shock. In children, it has also been found that there was no difference between the use of 3 percent hypertonic saline versus 0.9 percent NaCl in resuscitation of patients with severe burns. However, some studies suggest that when compared to crystalloid solutions, administration of large amounts of colloidal solutions may result in increased moality rates due to anaphyl"
C,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: A child presented with abdominal distension, hepatomegaly, doll like facies and recurrent episodes of hypoglycemia. Which of the following is the most likely diagnosis?
Options:
A) Menkes disease
B) Down syndrome
C) Von gierke disease
D) Lesch nyhan syndrome
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 gierke's disease (type I glycogen storage disorder): Autosomal recessive deficiency of glucose-6-phosphatase in liver & kidney Glucose -6 phosphatase enzyme catalyzes last step in gluconeogenesis & glycolysis Clinical features : Recurrent attacks of severe hypoglyaemia Hepatosplenomaghy Lactic acidosis Hyperlipidaemia Growth retardation Dolls face appearance Ref: Nelson textbook of pediatrics 21st edition Pgno: 672
Hence, the correct answer is C (Von gierке disease). (Ref: Nelson text book of Pediatrics 20th ed pg no. 689)
The type II GSD is also known as Pompe’s Disease which presents with cardiomyopathy and muscle weakness.
Type III GSD has an autosomal dominant inheritance pattern and affects both children and adults. It can present at birth to late adulthood. The clinical manifestations include hepatosplenomegally, growth failure, hepatic cirrhosis, hyperuricemia, nephrolithiasis, renal tubular dysfunction, myopathy, cardiac involvement, and exercise intolerance.
Type IV GSD, also called Andersen’s disease, is characterized by progressive hepato-splenic enlargement, premature death due to"
D,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: Estrogen and progesterone in the first 2 months pregnancy are produced by:
Options:
A) Fetal ovaries
B) Fetal adrenal
C) Placenta
D) Corpus luteum
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 g. The corpus luteal cells of ovary secrete estrogen & progesterones during early weeks of gestation till placental development is complete (8-10weeks). After that it secretes human chorionic gonadotropin hormone which prevents degeneration of corpus luterem throughout the remainder of pregnancy. Human Chorionic Gonadotrophin (hCG): It is secreted by syncytiotrophoblasts of the fetal placenta. hCG has structural homology with pituitary glycoprotein hormones LH, TSH, and FSH. Its primary function is to maintain the functional integrity of the corpus lutenm until the placenta becomes capable of synthesizing sufficient progestins to suppo embryonic growth. This occurs at approximately 6-7 wk postovulation when circulating levels of maternal estradiol reach 200 pg/mL. At this time, the corpusluteum begins to regress under the influence of locally synthesized inhibits. By 12 wk postconception, however, the placental production of estrogens and progestogens exceeds that of the regressing corpus lumen, and hCG no longer serves an essential role in maintaining pregnancy. In addition to its endocrine functions, h"
B,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: Case control study was done regarding breast cancer & risk factors & odds ratio was obtained. Which of the following are causative factors?ParameterCaseControlORAge at menarche>12171423291.04Menopause177124081.53OCP use93511051.02Smoking932140.97Family history5135021.10BMI>27.51654930.53Breastfeeding94225140.56Multiparity(2)277833661.05
Options:
A) 6
B) 5
C) 3
D) 2
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
  - Ans. is 'd' i.e., 2 * The OR > 1 indicates that there may be an association between exposure to factor (risk factor) and development of disease.* In this case we have two significant values : Family History with OR = 11.0; Multiparity (>2 children) with OR= 1.05* Both these can be considered as Risk Factors for Breast Cancer.
Hence, the correct answer is D (2). (Ref: Park's Textbook of PSM 25th edition page no 86 table 7.8)
The post below has been removed because it contained copyrighted material without permission.
Explanation: Odds Ratio (Cross Product Ratio)* It is a measure of strength of association between risk factor and outcome.* If the relative risk cannot be measured in coho studies due to ethical considerations, then case-control studies are used instead.* But since cases and controls are selected by different methods, so direct comparison is not possible. Therefore, they calculate cross product ratio called ""odds ratio"".* For example, if 100 people drink alcohol and 50 develop lung cancer out of them, while among non-drinkers 500 developed lung cancer, then RR would be calculated directly but when such data is collected retrospectively"
D,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: Anti-centromere antibodies seen in which of the followings conditions:
Options:
A) Drug induced lupus
B) SLE
C) Sjogren syndrome
D) Scleroderma
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 g Ans: (d) SclerosisRef: Harrison's Internal Medicine, 18th ed. pg. 2109-2110Anti centromeric antibody is found in limited sclerodermy also known as CREST syndrome.CREST SyndromeCalcinosisCutaneous Raynaud phenomenonEsophageal dysmotilitySclerodactylyTelangiectasiaAnticentromere AntibodyPositiveNegativeNegativePositivePositiveAnti-topoisomerase I (anti-Scl70)Antinuclear AntibodiesHigh titersLow titresVariableVariableVariable
Hence, the correct answer is D (Sclerosing). (Ref: Robbins Basic Pathology, 7th edition, page no 124; Harrison's Principles of internal medicine, 16th edition, chapter 319.)The most common type of systemic sclerosis is diffuse cutaneous systemic sclerosis, characterized by skin thickening proximal to the elbow or knee, with early involvement of internal organs such as the lungs, heart, kidneys, gastrointestinal tract, and joints.The less severe form of systemic disease is called limited cutaneous systemicsclerosis, formerly referred to as ""CREST"" syndrome (calcinosis, Raynauds phenomenon, esophageal dysfunction, sclerodacryl"
A,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: What is the drug of choice of Bacterial vaginosis in pregnancy
Options:
A) Metronidazole
B) Clindamycin
C) Erythromycin
D) Rovamycin
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 g A i.e. (Metronidazol) (410 - Dutta 6th)* DOC for bacterial Vaginosis during Pregnancy- METRONIDAZOLE* Treatment should be repeated after 7 days to ensure eradication of organism.* It can also cause preterm labour** so it must be treated with caution*** In case of recurrence treatment may be continued upto 14days**** Recurrence rate is high if partner is not treated simultaneously
Hence, the correct answer is A (Metrotidazole). (410-Dutta 6h edition).Treatment of BACTERIAL VAGINOSIS* Oral metronidizole 500mg twice daily for 5-10 days* Topical clindamycine cream 2% once at bedtime for 3-5 days* Alternative regimens include oral ampicillin 250 mg orally three times per day for 7 consecutive days; topical clindamyacin gel 0.75%, applied intravaginally every night for 21 nights; vaginal suppositories containing 1 g polyethylene glycol estolate used twice daily until discharge clears; and oral tinidazole 2 gm orally as a single dose.Treatment of Partner* The male sexual paner does not"
A,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: Which of the following is having Maximum buffering capacity
Options:
A) Histidine
B) Cysteine
C) Tyrosine
D) Arginine
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 guy's histidine has maximum buffer capacity because it can donate protons at two different pH values (6-7 & 8)
Hence, the correct answer is A (Histidine). (Ref : Harper's illustrated biochemistry 30th ed page no 18 table 1-2 ) 
Explanation: The pKa value of imidazole group in histidine ranges between 6.0 to 7.4 which makes this amino acid an excellent buffer protein.
Reference: Vasudevan 5th  edition Page no 22
Harper’s Biochemistry 27/e Chapter 3 Table 3-1
Lippincott Biochemistry Fourth Edition chapter 3
Textbook of Medical Biochemistry Nizam By Dr K S Narayana Reddy 2019/Chapter 2 /Table 2.10
Satyanarayana 3rd Ed P: 59
Biochemistry by U. Satyanarayan 3 rd edition Pgno: 58
Mohan H Text book of pathology 6 th Ed P.no: 21
Robbins Basic Pathology 7th Ed P/no: 20
Guyton Physiology 11th Ed Ch:-38
Pankaj Chandrakant"
D,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: A child has bilirubin of 4 mg. Conjugated bilirubin and alkaline phosphatase are normal, bile salts and bile in urine are absent. However urobilinogen in urine is raised. What is the likely diagnosis –
Options:
A) Obstructive jaundice
B) Rotor's syndrome
C) Biliary cholestasis
D) Hemolytic jaundice
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 g] Answer- D. Hemoly tic jaund ice Bilirubin level is increased (normal <1mg/dl). Alkaline phosphate & conjugated bilir ubin levels are within normal limits. Urobilinog ene excretion is elevated which suggests hemolysis. Absence of direct bilirubinaemia rules out obstructive biliary tract disease. In liver diseases like Rotor s syndrome there will be elevation of both total and direct biliru bin.
Hence, the correct answer is D (Hemolytic Jaundice). (Note - The value mentioned in this question seems to be incorrect because it should be less than 0.3 mg /dL).
Hence the correct answe is D. (Hematological causes of hyperbilirubinemia include hereditary spherocytosis, sickle cell anemia, G6PD deficiency, pyruvate kinase deficiency, autoimmune hemolytic anemia etc.). Remember that unconjugated hyperbiliruhinemia can also occur due to excessive enterohepatic circulation of bilirubins such as Gilberts syndrome, Crigler-Najjar syndromes type I and II, Dubin-Johnson syndrome, and Rotor syndrome.
Ob"
A,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: Mutation seen in sickle cell anemia:
Options:
A) Point
B) Inseion
C) Deletion
D) Frame shift
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 ganshi
Hence, the correct answer is A (Point). (Ref: Robbins Basic Pathology 9th edition pg- 155)Sickle Cell AnemiasThe most common hemoglobin abnormality associated with hereditary disease is that of sickling disorders.The mutation responsible for this condition involves replacement of one amino acid residue by another at position 6 of b-globin chain.This substitution results because of point mutation leading to change of glutamic acid to valine.Sickle mutations occur due to missense type of point mutations.Missense mutation leads to codon which codes for different aminoacid than normal.Codon GAG normally encodes Glutamate but after mutation it becomes GTG and now encode Valine.Hb S has altered physical chemical properties compared with Hb A.It polymerizes under conditions of low oxygen tension, resulting in formation of long fibers that distort red cells into characteristic sickle shapes.These abnormally shaped cells have decreased deformability and increased rigidity.They tend to aggregate and get trapped in capillary beds throughout body.Increased vascular resistance causes ischemia and infarction in affected tissues.Occasionally, vasoocclusion may be severe enough to cause acute painful crisis.Other complications include chronic renal failure, leg ulcers, infections"
C,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: Isolation period of measles:-
Options:
A) Onset of prodromal stage until 7th day of rash
B) Eruptive stage until 2 days of rash
C) Onset of prodromal phase until 3rd day of rash
D) Eruptive stage until 7th day of rash
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 g. (Eruptive Stage till 5-6 Days after onset of Rash)* The infectious period is usually considered to begin with the first symptoms before the appearance of the rash & lasts upto 5 - 6 days thereafter.* Measles vaccine should be administered subcutaneously at an age when the child has been exposed to natural infection but before clinical illness develops* If exposure occurs within two weeks of vaccination, then booster dose must be given immediately* Vaccine failure rate in immunocompromised patients may reach up to 50%* In case of suspected measles outbreak, all children between 9 months to 14 years of age who have no history of previous disease/immunization against it should receive live attenuated vaccine regardless of immune status**. This will prevent development of complications like bronchitis/pneumonia etc.
Hence, the correct answer is D (Euptive stage untill 7 th day of rashes). (Ref: Park's Textbook of PSM 22nd edition Page No 149)
The image shows Koplik spots which appear on buccal mucosa opposite upper second molar tooth during early stages of measles.
Kopliks spot is pathognomonic sign of measles
It appears 1-2"
B,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: A 6-year old girl presents with fever tor the past 5 days, generalized erythematous rash, strawberry tongue and cervical lymphadenopathy. The most likely diagnosis is: (Asked twice)
Options:
A) Kimura disease
B) Kawasaki disease
C) Scarlet fever
D) Rosie-Dorfman syndrome
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 g B i.e., Kawasaki Disease
Hence, the correct answer is B (Kawasaki disease). (a) Strawberry gingivitis in scarlet fever occurs at 2-3rd day of onset; whereas it appears after 10 -14 days in kawasaki's diseaseQ. (b) In Kawasaki disease there may be pericardial effusion which can cause ECG changes like low voltage QRS complex & electrical alternans. (c) Kawasaki has no association with hyper IgE syndrome. (d) It does not have characteristic facial edema. (e) There is absence of peripheral eosinophilia. (f) No involvement of salivary glands. (g) Cervical adenopathy is present but submandibular nodes are involved more commonly than parotid gland. (h) Skin lesions appear on palms & soles later during course of illness. (i) Coronary artery aneurysm develops within first two weeks of onset of symptoms. (j) Antecedent upper respiratory tract infection is common. (k) Treatment includes aspirin + IV immunoglobulin.
Hence the correct Answer is B ((Kawasakl Disease). (Kimura disease, rosie-dorff man"
A,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: Hematuria during labour in previous LSCS is sign
Options:
A) Impending rupture of scar
B) Urethral trauma
C) Prolong labour
D) Sepsis
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 giving answer as A i.e. (Impending rupture of scar)
Hence, the correct answer is A (Impeding rupture of Scar). (Ref : Dutta Obs 7/e p 371; Williams Obstetrics 22/e p  761-762).
The most common cause of hematuria in pregnancy is urinary tract infection but it can also be seen with placenta pre / post maturity bladder distension etc.
In case of classical cesarean section there is no peritoneum between lower uterine segment & anterior abdominal wall so if uterus contracts strongly enough to push against this area then blood may leak into the vagina through the hysterotomy site - impending rupture of the scar.
Hemorrhage due to separation of placental implantation bed occurs at term when the uterus becomes contracted after delivery of fetus. This condition is called abruption placentae.
Hence impeding rupture should always be suspected whenever bleeding occurs from the incision site even though it is very rare.
Remember that

Rupture of the uterus usually occurs before labor begins or early in first stage of labor.
It is more likely to occur in multiparae who have had previous cesarian sections especially those done by classical method.

Also know :

Causes of primary"
C,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: Which acid does not show coagulation necrosis on contact?
Options:
A) HC1
B) H,SO4
C) HF
D) HNO3
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 g C (HF) Ref: Robbins Pathologic Basis of Disease, 8th editionExplanation:Nitric Acid is an oxidizing agent.Hydrofluoric acid causes local corrosion by chemical action with calcium in bones and teeth.It can cause severe burns but no coagulative necrosis.Nitrates are used to treat Raynaud's phenomenon.Acids that produce Coagulative NecrosiSulfuric acidHydrochloric acidNitric acidPhosphorus trichlorideAcetic acidFormaldehydeChromic acidOxalic acidHypochlorite solutions
Hence, the correct answer is C (HV). (Ref: Robbins Basic Pathology, 7th Edition, Page 10; Robbin's Basic Pathologv, 6th Ed, Page No-9)
Note - The above mentioned text was taken from Robbins basic pathology 7/e page number 11 which states ""The acids listed below may cause coagulating necrosis when they come into contact with tissues"". But it also mentions that hydroflouric acid produces corrosive injury rather than coagulatine necrosis.
Hence among the given options, Hydrofluoric Acid is the most appropriate choice because it causes corrosive injuries rather than causing"
A,"You are a helpful assistant. Take a deep breath. Read the following question carefully.
Question: A 22 years old male presented with history of fever, sore throat and enlarged neck lymph nodes. He was ordered a Paul-Bunnell test with a suspicion of Infectious mononucleosis. What is the immunological basis behind the use of this test?
Options:
A) Heterophile antibody test
B) Complement mediated agglutination reaction
C) Homophile antibody test
D) Latex agglutination test
First, think about the reason for each option. Then, choose the single best option from the given 4 options only and provide the response as 'A', 'B', 'C', or 'D'. Do not choose any other option.
### Response:
 ganser syndrome (also known as pseudodementia, hysterical dementia, or folie à deux) is an organic brain disorder that can be caused by severe head trauma, hypoxia, encephalitis, intracranial neoplasms, toxic substances such as carbon monoxide poisoning, alcohol abuse, paicularly in Wernicke's disease, and even prolonged administration of antipsychotic drugs. It has also been linked to chronic fatigue syndrome, Lyme disease, multiple sclerosis, post-concussive syndrome, and streptococcus infections. The symptoms include confabulation, delusions, depression, disorientation, hallucinations, memory loss, obsessive-compulsive behavior, paranoia, psychosis, schizophrenia-like symptoms, sleep disorders, and visual disturbances. Ref Harrison20th edition pgno: 2475
Hence, the correct answer is A (Heterophile antibiotic). (but keep in mind heterophil antibodies are actually homologous antibodies i.e they react against same species but different strains).
Hence it is B type of M.C.Q. where more than one option may look right at first glance. But here we have to go stepwise.
Step1 : First read all the options very clearly.
Step2 : Now"
